"","sensor_id","city","day_of_week","hour","aqi","pm2.5_alt","temperature","humidity","pressure","time_stamp"
"636","141480","PA or MP","Fri",11,20,4.7,77.133,29.833,1013.258,"2023-07-21T11:00:00Z"
"637","141480","PA or MP","Fri",12,20,4.7,77.133,31.334,1013.44,"2023-07-21T12:00:00Z"
"638","141480","PA or MP","Fri",13,20,4.9,77.666,31.434,1013.656,"2023-07-21T13:00:00Z"
"639","141480","PA or MP","Fri",14,20,4.9,76.7,31.134,1013.824,"2023-07-21T14:00:00Z"
"640","141480","PA or MP","Fri",15,23,5.4,77.6,32.567,1014.053,"2023-07-21T15:00:00Z"
"641","141480","PA or MP","Fri",16,21,5,77.2,31.233,1013.914,"2023-07-21T16:00:00Z"
"642","141480","PA or MP","Fri",17,20,4.7,77.334,31.6,1013.7,"2023-07-21T17:00:00Z"
"643","141480","PA or MP","Fri",18,18,4.3,76.834,30.233,1013.62,"2023-07-21T18:00:00Z"
"644","141480","PA or MP","Fri",19,17,4.1,77,30.367,1013.412,"2023-07-21T19:00:00Z"
"645","141480","PA or MP","Fri",20,16,3.9,77.334,31.633,1012.95,"2023-07-21T20:00:00Z"
"646","141480","PA or MP","Fri",21,15,3.7,77.066,30.666,1012.565,"2023-07-21T21:00:00Z"
"647","141480","PA or MP","Fri",22,15,3.7,77.267,30.466,1012.072,"2023-07-21T22:00:00Z"
"648","141480","PA or MP","Fri",23,13,3.2,76.333,29.3,1011.483,"2023-07-21T23:00:00Z"
"649","141480","PA or MP","Sat",0,11,2.7,76.9,28.867,1011.326,"2023-07-22T00:00:00Z"
"650","141480","PA or MP","Sat",1,9,2.2,76.566,28.2,1010.976,"2023-07-22T01:00:00Z"
"651","141480","PA or MP","Sat",2,8,1.9,77.2,27.567,1011.039,"2023-07-22T02:00:00Z"
"652","141480","PA or MP","Sat",3,8,1.9,77.5,29.167,1011.346,"2023-07-22T03:00:00Z"
"653","141480","PA or MP","Sat",4,8,1.8,76.767,28.4,1011.634,"2023-07-22T04:00:00Z"
"654","141480","PA or MP","Sat",5,8,1.9,77.367,28.4,1011.906,"2023-07-22T05:00:00Z"
"655","141480","PA or MP","Sat",6,9,2.2,77.167,29.333,1011.99,"2023-07-22T06:00:00Z"
"656","141480","PA or MP","Sat",7,9,2.2,77.9,29.7,1011.813,"2023-07-22T07:00:00Z"
"657","141480","PA or MP","Sat",8,10,2.3,76.834,29.8,1011.438,"2023-07-22T08:00:00Z"
"658","141480","PA or MP","Sat",9,10,2.4,77.767,31.4,1011.103,"2023-07-22T09:00:00Z"
"659","141480","PA or MP","Sat",10,11,2.6,77.9,31.767,1010.865,"2023-07-22T10:00:00Z"
"660","141480","PA or MP","Sat",11,10,2.5,76.834,30.833,1010.748,"2023-07-22T11:00:00Z"
"661","141480","PA or MP","Sat",12,11,2.6,77.434,32.267,1010.838,"2023-07-22T12:00:00Z"
"662","141480","PA or MP","Sat",13,12,2.8,77.966,33,1011.24,"2023-07-22T13:00:00Z"
"663","141480","PA or MP","Sat",14,11,2.7,77.966,33.067,1011.448,"2023-07-22T14:00:00Z"
"664","141480","PA or MP","Sat",15,11,2.7,78,34,1011.514,"2023-07-22T15:00:00Z"
"665","141480","PA or MP","Sat",16,11,2.6,77.966,34,1011.292,"2023-07-22T16:00:00Z"
"666","141480","PA or MP","Sat",17,10,2.4,79,34,1011.097,"2023-07-22T17:00:00Z"
"667","141480","PA or MP","Sat",18,10,2.3,79,34.466,1010.927,"2023-07-22T18:00:00Z"
"668","141480","PA or MP","Sat",19,9,2.1,78.966,34.966,1010.372,"2023-07-22T19:00:00Z"
"669","141480","PA or MP","Sat",20,9,2.2,79.8,35.1,1009.889,"2023-07-22T20:00:00Z"
"670","141480","PA or MP","Sat",21,9,2.1,79.666,33.767,1009.786,"2023-07-22T21:00:00Z"
"671","141480","PA or MP","Sat",22,8,2,79.034,31.034,1009.377,"2023-07-22T22:00:00Z"
"672","141480","PA or MP","Sat",23,10,2.3,80.434,31.867,1008.853,"2023-07-22T23:00:00Z"
"673","153584","EPA or BH","Sun",0,20,4.8,89.033,35.334,1010.746,"2023-07-16T00:00:00Z"
"674","153584","EPA or BH","Sun",1,20,4.8,85.667,39.789,1010.477,"2023-07-16T01:00:00Z"
"675","153584","EPA or BH","Sun",2,20,4.8,82.633,43.066,1010.415,"2023-07-16T02:00:00Z"
"676","153584","EPA or BH","Sun",3,20,4.9,78.933,45.733,1010.53,"2023-07-16T03:00:00Z"
"677","153584","EPA or BH","Sun",4,22,5.2,76.166,49.8,1010.985,"2023-07-16T04:00:00Z"
"678","153584","EPA or BH","Sun",5,23,5.6,72.933,55,1011.526,"2023-07-16T05:00:00Z"
"679","153584","EPA or BH","Sun",6,22,5.3,71.367,58.933,1011.584,"2023-07-16T06:00:00Z"
"680","153584","EPA or BH","Sun",7,36,8.6,70.566,60,1011.528,"2023-07-16T07:00:00Z"
"681","153584","EPA or BH","Sun",8,32,7.6,70,61.533,1011.426,"2023-07-16T08:00:00Z"
"682","153584","EPA or BH","Sun",9,22,5.3,69,62.2,1011.103,"2023-07-16T09:00:00Z"
"683","153584","EPA or BH","Sun",10,23,5.4,68.4,62.767,1010.908,"2023-07-16T10:00:00Z"
"684","153584","EPA or BH","Sun",11,26,6.2,67.166,63.9,1010.886,"2023-07-16T11:00:00Z"
"685","153584","EPA or BH","Sun",12,28,6.7,66.966,64,1010.688,"2023-07-16T12:00:00Z"
"686","153584","EPA or BH","Sun",13,25,6.1,67.166,64.767,1010.744,"2023-07-16T13:00:00Z"
"687","153584","EPA or BH","Sun",14,22,5.2,72.867,59.166,1011.052,"2023-07-16T14:00:00Z"
"688","153584","EPA or BH","Sun",15,18,4.4,79.633,50.967,1011.383,"2023-07-16T15:00:00Z"
"689","153584","EPA or BH","Sun",16,20,4.7,85.4,43.367,1011.53,"2023-07-16T16:00:00Z"
"690","153584","EPA or BH","Sun",17,21,5.1,90.767,37.733,1011.656,"2023-07-16T17:00:00Z"
"691","153584","EPA or BH","Sun",18,23,5.6,94.267,33.133,1011.769,"2023-07-16T18:00:00Z"
"692","153584","EPA or BH","Sun",19,28,6.7,96.883,30.966,1011.641,"2023-07-16T19:00:00Z"
"693","153584","EPA or BH","Sun",20,30,7.2,97.9,30,1011.462,"2023-07-16T20:00:00Z"
"694","153584","EPA or BH","Sun",21,30,7.2,95.367,31.566,1011.18,"2023-07-16T21:00:00Z"
"695","153584","EPA or BH","Sun",22,27,6.5,91.8,34.167,1010.77,"2023-07-16T22:00:00Z"
"696","153584","EPA or BH","Sun",23,32,7.7,87.6,37.5,1010.602,"2023-07-16T23:00:00Z"
"697","153584","EPA or BH","Mon",0,30,7.3,84.7,41.3,1010.532,"2023-07-17T00:00:00Z"
"698","153584","EPA or BH","Mon",1,29,7,82.167,45.067,1010.377,"2023-07-17T01:00:00Z"
"699","153584","EPA or BH","Mon",2,28,6.8,79.367,48.466,1010.726,"2023-07-17T02:00:00Z"
"700","153584","EPA or BH","Mon",3,27,6.4,75.966,53.233,1011.115,"2023-07-17T03:00:00Z"
"701","153584","EPA or BH","Mon",4,23,5.6,75.567,53.367,1011.717,"2023-07-17T04:00:00Z"
"702","153584","EPA or BH","Mon",5,23,5.4,74.9,54.933,1012.101,"2023-07-17T05:00:00Z"
"703","153584","EPA or BH","Mon",6,23,5.4,74.2,56.2,1012.355,"2023-07-17T06:00:00Z"
"704","153584","EPA or BH","Mon",7,22,5.2,74.334,55.233,1012.152,"2023-07-17T07:00:00Z"
"705","153584","EPA or BH","Mon",8,22,5.3,73.933,56.034,1011.925,"2023-07-17T08:00:00Z"
"706","153584","EPA or BH","Mon",9,21,5,72.966,54.8,1011.766,"2023-07-17T09:00:00Z"
"707","153584","EPA or BH","Mon",10,21,5,72.233,55.433,1011.616,"2023-07-17T10:00:00Z"
"708","153584","EPA or BH","Mon",11,21,5,72.267,57.433,1011.562,"2023-07-17T11:00:00Z"
"709","153584","EPA or BH","Mon",12,22,5.2,71.733,58.666,1011.428,"2023-07-17T12:00:00Z"
"710","153584","EPA or BH","Mon",13,22,5.3,71,60.6,1011.54,"2023-07-17T13:00:00Z"
"711","153584","EPA or BH","Mon",14,22,5.3,74.2,55.567,1011.978,"2023-07-17T14:00:00Z"
"712","153584","EPA or BH","Mon",15,21,5,81.667,45.267,1012.405,"2023-07-17T15:00:00Z"
"713","153584","EPA or BH","Mon",16,21,5,81.966,43.433,1012.768,"2023-07-17T16:00:00Z"
"714","153584","EPA or BH","Mon",17,21,5.1,89.6,36.5,1012.838,"2023-07-17T17:00:00Z"
"715","153584","EPA or BH","Mon",18,22,5.3,94.1,31.9,1012.709,"2023-07-17T18:00:00Z"
"716","153584","EPA or BH","Mon",19,22,5.3,96.667,29.867,1012.352,"2023-07-17T19:00:00Z"
"717","153584","EPA or BH","Mon",20,24,5.7,97.4,29.4,1011.947,"2023-07-17T20:00:00Z"
"718","153584","EPA or BH","Mon",21,23,5.5,95.466,31.034,1011.806,"2023-07-17T21:00:00Z"
"719","153584","EPA or BH","Mon",22,23,5.4,92.567,32.933,1011.344,"2023-07-17T22:00:00Z"
"720","153584","EPA or BH","Mon",23,22,5.2,90.433,34.433,1010.942,"2023-07-17T23:00:00Z"
"721","153584","EPA or BH","Tue",0,21,5,87.833,36.133,1010.818,"2023-07-18T00:00:00Z"
"722","153584","EPA or BH","Tue",1,22,5.2,85.166,40.334,1010.917,"2023-07-18T01:00:00Z"
"723","153584","EPA or BH","Tue",2,24,5.8,82.233,44.534,1011.466,"2023-07-18T02:00:00Z"
"724","153584","EPA or BH","Tue",3,27,6.4,78.933,49.466,1011.683,"2023-07-18T03:00:00Z"
"725","153584","EPA or BH","Tue",4,29,6.9,75.833,51.433,1012.178,"2023-07-18T04:00:00Z"
"726","153584","EPA or BH","Tue",5,30,7.3,74.3,52.633,1012.509,"2023-07-18T05:00:00Z"
"727","153584","EPA or BH","Tue",6,29,7,72.466,54.133,1012.643,"2023-07-18T06:00:00Z"
"728","153584","EPA or BH","Tue",7,28,6.7,71.367,55.5,1012.743,"2023-07-18T07:00:00Z"
"729","153584","EPA or BH","Tue",8,28,6.6,70.7,57.034,1012.807,"2023-07-18T08:00:00Z"
"730","153584","EPA or BH","Tue",9,28,6.7,70,58.166,1012.718,"2023-07-18T09:00:00Z"
"731","153584","EPA or BH","Tue",10,27,6.4,69.334,59.433,1012.649,"2023-07-18T10:00:00Z"
"732","153584","EPA or BH","Tue",11,26,6.2,67.733,61.067,1012.783,"2023-07-18T11:00:00Z"
"733","153584","EPA or BH","Tue",12,26,6.3,66.267,62.367,1012.941,"2023-07-18T12:00:00Z"
"734","153584","EPA or BH","Tue",13,25,6,66.166,63.833,1013.289,"2023-07-18T13:00:00Z"
"735","153584","EPA or BH","Tue",14,25,5.9,71.633,57.166,1013.803,"2023-07-18T14:00:00Z"
"736","153584","EPA or BH","Tue",15,23,5.6,78.9,46.9,1014.319,"2023-07-18T15:00:00Z"
"737","153584","EPA or BH","Tue",16,24,5.8,84.6,39.267,1014.619,"2023-07-18T16:00:00Z"
"738","153584","EPA or BH","Tue",17,23,5.5,87.633,35.5,1014.83,"2023-07-18T17:00:00Z"
"739","153584","EPA or BH","Tue",18,22,5.3,89.6,34.034,1015,"2023-07-18T18:00:00Z"
"740","153584","EPA or BH","Tue",19,22,5.2,90.133,33.633,1015.103,"2023-07-18T19:00:00Z"
"741","153584","EPA or BH","Tue",20,25,5.9,89.5,34.6,1014.833,"2023-07-18T20:00:00Z"
"742","153584","EPA or BH","Tue",21,35,8.4,87.6,36.167,1014.578,"2023-07-18T21:00:00Z"
"743","153584","EPA or BH","Tue",22,37,8.8,85.567,38.9,1014.187,"2023-07-18T22:00:00Z"
"744","153584","EPA or BH","Tue",23,40,9.7,82.034,42.267,1014.019,"2023-07-18T23:00:00Z"
"745","153584","EPA or BH","Wed",0,43,10.3,78.934,46.1,1014.009,"2023-07-19T00:00:00Z"
"746","153584","EPA or BH","Wed",1,45,10.7,76.567,50.034,1014.016,"2023-07-19T01:00:00Z"
"747","153584","EPA or BH","Wed",2,52,12.7,73.767,53.167,1014.371,"2023-07-19T02:00:00Z"
"748","153584","EPA or BH","Wed",3,50,11.9,71.367,56.834,1014.824,"2023-07-19T03:00:00Z"
"749","153584","EPA or BH","Wed",4,54,13.4,69.867,57.8,1015.547,"2023-07-19T04:00:00Z"
"750","153584","EPA or BH","Wed",5,56,14.7,68.867,58.734,1015.95,"2023-07-19T05:00:00Z"
"751","153584","EPA or BH","Wed",6,62,17.3,68,60.4,1016.05,"2023-07-19T06:00:00Z"
"752","153584","EPA or BH","Wed",7,57,15.1,67.934,61.633,1016.026,"2023-07-19T07:00:00Z"
"753","153584","EPA or BH","Wed",8,51,12.1,68,61.567,1015.942,"2023-07-19T08:00:00Z"
"754","153584","EPA or BH","Wed",9,52,12.4,68.533,60.067,1015.899,"2023-07-19T09:00:00Z"
"755","153584","EPA or BH","Wed",10,54,13.7,68.867,60.067,1015.877,"2023-07-19T10:00:00Z"
"756","153584","EPA or BH","Wed",11,52,12.8,68,60.034,1015.881,"2023-07-19T11:00:00Z"
"757","153584","EPA or BH","Wed",12,54,13.7,67.834,61.2,1015.968,"2023-07-19T12:00:00Z"
"758","153584","EPA or BH","Wed",13,56,14.6,67.933,61.667,1016.175,"2023-07-19T13:00:00Z"
"759","153584","EPA or BH","Wed",14,55,13.8,68.3,61.1,1016.529,"2023-07-19T14:00:00Z"
"760","153584","EPA or BH","Wed",15,58,15.4,69.267,59.733,1016.988,"2023-07-19T15:00:00Z"
"761","153584","EPA or BH","Wed",16,61,16.7,75.3,51.933,1017.17,"2023-07-19T16:00:00Z"
"762","153584","EPA or BH","Wed",17,62,17.2,82.8,42.733,1017.29,"2023-07-19T17:00:00Z"
"763","153584","EPA or BH","Wed",18,56,14.7,89.167,35.6,1017.341,"2023-07-19T18:00:00Z"
"764","153584","EPA or BH","Wed",19,39,9.3,91.867,32.667,1017.348,"2023-07-19T19:00:00Z"
"765","153584","EPA or BH","Wed",20,27,6.5,89.5,34.534,1017.075,"2023-07-19T20:00:00Z"
"766","153584","EPA or BH","Wed",21,23,5.4,87.267,36.466,1016.74,"2023-07-19T21:00:00Z"
"767","153584","EPA or BH","Wed",22,25,6,85.066,38.034,1016.309,"2023-07-19T22:00:00Z"
"768","153584","EPA or BH","Wed",23,28,6.7,82.834,40.6,1016.061,"2023-07-19T23:00:00Z"
"769","153584","EPA or BH","Thu",0,28,6.8,79.934,44.166,1015.929,"2023-07-20T00:00:00Z"
"770","153584","EPA or BH","Thu",1,35,8.4,77.434,47.267,1015.943,"2023-07-20T01:00:00Z"
"771","153584","EPA or BH","Thu",2,40,9.5,75.233,51.933,1016.212,"2023-07-20T02:00:00Z"
"772","153584","EPA or BH","Thu",3,43,10.3,72.733,54.3,1016.529,"2023-07-20T03:00:00Z"
"773","153584","EPA or BH","Thu",4,47,11.2,70,55.467,1017.117,"2023-07-20T04:00:00Z"
"774","153584","EPA or BH","Thu",5,49,11.7,68.4,57.5,1017.438,"2023-07-20T05:00:00Z"
"775","153584","EPA or BH","Thu",6,42,10,66.933,59,1017.467,"2023-07-20T06:00:00Z"
"776","153584","EPA or BH","Thu",7,45,10.7,65.434,60.867,1017.463,"2023-07-20T07:00:00Z"
"777","153584","EPA or BH","Thu",8,50,12,64.966,62.9,1017.345,"2023-07-20T08:00:00Z"
"778","153584","EPA or BH","Thu",9,52,12.6,66.2,64.3,1017.122,"2023-07-20T09:00:00Z"
"779","153584","EPA or BH","Thu",10,58,15.5,67.767,63.266,1016.955,"2023-07-20T10:00:00Z"
"780","153584","EPA or BH","Thu",11,61,17,68.233,62.067,1016.879,"2023-07-20T11:00:00Z"
"781","153584","EPA or BH","Thu",12,66,19,68.934,61.3,1016.968,"2023-07-20T12:00:00Z"
"782","153584","EPA or BH","Thu",13,65,18.7,68.934,61.233,1017.374,"2023-07-20T13:00:00Z"
"783","153584","EPA or BH","Thu",14,65,18.9,69.633,61.067,1017.667,"2023-07-20T14:00:00Z"
"784","153584","EPA or BH","Thu",15,61,16.9,69.8,61.167,1017.857,"2023-07-20T15:00:00Z"
"785","153584","EPA or BH","Thu",16,63,18,72.166,58.3,1017.851,"2023-07-20T16:00:00Z"
"786","153584","EPA or BH","Thu",17,63,17.9,79.066,48.933,1017.782,"2023-07-20T17:00:00Z"
"787","153584","EPA or BH","Thu",18,62,17.2,84.667,42.7,1017.556,"2023-07-20T18:00:00Z"
"788","153584","EPA or BH","Thu",19,59,16,91.233,35.7,1017.224,"2023-07-20T19:00:00Z"
"789","153584","EPA or BH","Thu",20,53,13.1,92.966,33.4,1016.826,"2023-07-20T20:00:00Z"
"790","153584","EPA or BH","Thu",21,52,12.7,93.1,32.166,1016.322,"2023-07-20T21:00:00Z"
"791","153584","EPA or BH","Thu",22,55,14,91.833,33.433,1015.975,"2023-07-20T22:00:00Z"
"792","153584","EPA or BH","Thu",23,50,11.9,89.367,35.867,1015.752,"2023-07-20T23:00:00Z"
"793","153584","EPA or BH","Fri",0,32,7.7,84.534,40.2,1015.496,"2023-07-21T00:00:00Z"
"794","153584","EPA or BH","Fri",1,25,6.1,79.5,46.233,1015.379,"2023-07-21T01:00:00Z"
"795","153584","EPA or BH","Fri",2,41,9.8,78.267,49.233,1015.474,"2023-07-21T02:00:00Z"
"796","153584","EPA or BH","Fri",3,59,16.1,76.4,52.166,1015.593,"2023-07-21T03:00:00Z"
"797","153584","EPA or BH","Fri",4,58,15.6,73.833,53.966,1015.923,"2023-07-21T04:00:00Z"
"798","153584","EPA or BH","Fri",5,54,13.5,72.3,55.034,1015.882,"2023-07-21T05:00:00Z"
"799","153584","EPA or BH","Fri",6,39,9.4,70.867,56.066,1015.775,"2023-07-21T06:00:00Z"
"800","153584","EPA or BH","Fri",7,36,8.7,69.666,54.834,1015.557,"2023-07-21T07:00:00Z"
"801","153584","EPA or BH","Fri",8,35,8.4,68,56.767,1015.31,"2023-07-21T08:00:00Z"
"802","153584","EPA or BH","Fri",9,34,8.2,67,58.033,1014.84,"2023-07-21T09:00:00Z"
"803","153584","EPA or BH","Fri",10,31,7.4,66.934,57.566,1014.452,"2023-07-21T10:00:00Z"
"804","153584","EPA or BH","Fri",11,35,8.4,66.267,58.333,1014.286,"2023-07-21T11:00:00Z"
"805","153584","EPA or BH","Fri",12,33,7.9,66.267,57.7,1014.519,"2023-07-21T12:00:00Z"
"806","153584","EPA or BH","Fri",13,33,8,66.8,57.3,1014.758,"2023-07-21T13:00:00Z"
"807","153584","EPA or BH","Fri",14,43,10.3,72.133,54.833,1014.893,"2023-07-21T14:00:00Z"
"808","153584","EPA or BH","Fri",15,36,8.6,79.334,48.034,1015.206,"2023-07-21T15:00:00Z"
"809","153584","EPA or BH","Fri",16,36,8.7,84.9,41.1,1015.167,"2023-07-21T16:00:00Z"
"810","153584","EPA or BH","Fri",17,38,9,89.367,36.267,1014.952,"2023-07-21T17:00:00Z"
"811","153584","EPA or BH","Fri",18,38,9.1,91.7,34.2,1014.917,"2023-07-21T18:00:00Z"
"812","153584","EPA or BH","Fri",19,36,8.6,93.167,32.6,1014.72,"2023-07-21T19:00:00Z"
"813","153584","EPA or BH","Fri",20,35,8.3,94.334,31.434,1014.26,"2023-07-21T20:00:00Z"
"814","153584","EPA or BH","Fri",21,38,9.2,93.2,30.867,1013.808,"2023-07-21T21:00:00Z"
"815","153584","EPA or BH","Fri",22,38,9.1,92.4,30.934,1013.254,"2023-07-21T22:00:00Z"
"816","153584","EPA or BH","Fri",23,29,7,90.733,30.133,1012.636,"2023-07-21T23:00:00Z"
"817","153584","EPA or BH","Sat",0,21,5.1,87.434,33.633,1012.386,"2023-07-22T00:00:00Z"
"818","153584","EPA or BH","Sat",1,21,5,84.7,37.433,1012.038,"2023-07-22T01:00:00Z"
"819","153584","EPA or BH","Sat",2,26,6.3,80.167,43.2,1012.149,"2023-07-22T02:00:00Z"
"820","153584","EPA or BH","Sat",3,28,6.6,76.733,48.334,1012.356,"2023-07-22T03:00:00Z"
"821","153584","EPA or BH","Sat",4,24,5.8,74.034,52,1012.645,"2023-07-22T04:00:00Z"
"822","153584","EPA or BH","Sat",5,25,6,72.4,53.6,1012.871,"2023-07-22T05:00:00Z"
"823","153584","EPA or BH","Sat",6,28,6.6,70.434,55.633,1012.975,"2023-07-22T06:00:00Z"
"824","153584","EPA or BH","Sat",7,27,6.4,69.133,56.666,1012.833,"2023-07-22T07:00:00Z"
"825","153584","EPA or BH","Sat",8,23,5.6,67.8,58.733,1012.449,"2023-07-22T08:00:00Z"
"826","153584","EPA or BH","Sat",9,25,6.1,66.066,59.933,1012.159,"2023-07-22T09:00:00Z"
"827","153584","EPA or BH","Sat",10,22,5.3,66,60.1,1011.959,"2023-07-22T10:00:00Z"
"828","153584","EPA or BH","Sat",11,23,5.4,65.2,61.6,1011.788,"2023-07-22T11:00:00Z"
"829","153584","EPA or BH","Sat",12,23,5.6,63.7,62.367,1011.831,"2023-07-22T12:00:00Z"
"830","153584","EPA or BH","Sat",13,28,6.7,63.2,63.767,1012.249,"2023-07-22T13:00:00Z"
"831","153584","EPA or BH","Sat",14,23,5.6,69,58.8,1012.504,"2023-07-22T14:00:00Z"
"832","153584","EPA or BH","Sat",15,21,5,77.334,46.833,1012.606,"2023-07-22T15:00:00Z"
"833","153584","EPA or BH","Sat",16,21,5.1,83.133,39.7,1012.386,"2023-07-22T16:00:00Z"
"834","153584","EPA or BH","Sat",17,22,5.3,86.533,37.034,1012.219,"2023-07-22T17:00:00Z"
"835","153584","EPA or BH","Sat",18,24,5.7,89.267,35.5,1012.115,"2023-07-22T18:00:00Z"
"836","153584","EPA or BH","Sat",19,23,5.5,95.033,31.034,1011.591,"2023-07-22T19:00:00Z"
"837","153584","EPA or BH","Sat",20,25,6,96.567,27.567,1011.172,"2023-07-22T20:00:00Z"
"838","153584","EPA or BH","Sat",21,26,6.2,96.6,27.167,1010.977,"2023-07-22T21:00:00Z"
"839","153584","EPA or BH","Sat",22,30,7.2,95.534,28.233,1010.506,"2023-07-22T22:00:00Z"
"840","153584","EPA or BH","Sat",23,32,7.8,93.7,30,1009.932,"2023-07-22T23:00:00Z"
"841","155431","EPA or BH","Sun",0,23,5.5,88.867,32.466,1010.809,"2023-07-16T00:00:00Z"
"842","155431","EPA or BH","Sun",1,30,7.3,86.733,34.933,1010.609,"2023-07-16T01:00:00Z"
"843","155431","EPA or BH","Sun",2,25,5.9,83.966,37.3,1010.595,"2023-07-16T02:00:00Z"
"844","155431","EPA or BH","Sun",3,25,6,80.867,39.933,1010.746,"2023-07-16T03:00:00Z"
"845","155431","EPA or BH","Sun",4,26,6.3,78.967,41.534,1011.093,"2023-07-16T04:00:00Z"
"846","155431","EPA or BH","Sun",5,26,6.3,76.4,44.334,1011.641,"2023-07-16T05:00:00Z"
"847","155431","EPA or BH","Sun",6,26,6.3,75.166,47.633,1011.678,"2023-07-16T06:00:00Z"
"848","155431","EPA or BH","Sun",7,27,6.5,74.767,48.067,1011.649,"2023-07-16T07:00:00Z"
"849","155431","EPA or BH","Sun",8,25,6,74.034,49,1011.524,"2023-07-16T08:00:00Z"
"850","155431","EPA or BH","Sun",9,23,5.5,73.3,49.9,1011.236,"2023-07-16T09:00:00Z"
"851","155431","EPA or BH","Sun",10,26,6.3,73,50.767,1010.978,"2023-07-16T10:00:00Z"
"852","155431","EPA or BH","Sun",11,20,4.8,73,50.267,1010.953,"2023-07-16T11:00:00Z"
"853","155431","EPA or BH","Sun",12,22,5.2,72.3,49.867,1010.753,"2023-07-16T12:00:00Z"
"854","155431","EPA or BH","Sun",13,22,5.3,72,50.467,1010.836,"2023-07-16T13:00:00Z"
"855","155431","EPA or BH","Sun",14,25,5.9,75.267,48.8,1011.092,"2023-07-16T14:00:00Z"
"856","155431","EPA or BH","Sun",15,23,5.5,78.067,47.3,1011.37,"2023-07-16T15:00:00Z"
"857","155431","EPA or BH","Sun",16,24,5.8,83.133,42.034,1011.49,"2023-07-16T16:00:00Z"
"858","155431","EPA or BH","Sun",17,24,5.8,87.466,37,1011.569,"2023-07-16T17:00:00Z"
"859","155431","EPA or BH","Sun",18,30,7.1,88.834,34.233,1011.709,"2023-07-16T18:00:00Z"
"860","155431","EPA or BH","Sun",19,37,8.8,91.733,31.534,1011.661,"2023-07-16T19:00:00Z"
"861","155431","EPA or BH","Sun",20,36,8.6,93.267,30.434,1011.468,"2023-07-16T20:00:00Z"
"862","155431","EPA or BH","Sun",21,36,8.6,91.533,30.534,1011.231,"2023-07-16T21:00:00Z"
"863","155431","EPA or BH","Sun",22,32,7.8,90.1,31.6,1010.858,"2023-07-16T22:00:00Z"
"864","155431","EPA or BH","Sun",23,35,8.3,87.6,33.166,1010.715,"2023-07-16T23:00:00Z"
"865","155431","EPA or BH","Mon",0,33,7.9,85.534,36.1,1010.611,"2023-07-17T00:00:00Z"
"866","155431","EPA or BH","Mon",1,32,7.7,84.133,37.967,1010.567,"2023-07-17T01:00:00Z"
"867","155431","EPA or BH","Mon",2,31,7.4,81.633,40.066,1010.842,"2023-07-17T02:00:00Z"
"868","155431","EPA or BH","Mon",3,28,6.6,78.966,43.233,1011.229,"2023-07-17T03:00:00Z"
"869","155431","EPA or BH","Mon",4,25,6.1,77.934,44.5,1011.771,"2023-07-17T04:00:00Z"
"870","155431","EPA or BH","Mon",5,25,6,77.966,45.333,1012.118,"2023-07-17T05:00:00Z"
"871","155431","EPA or BH","Mon",6,25,5.9,78,45.666,1012.347,"2023-07-17T06:00:00Z"
"872","155431","EPA or BH","Mon",7,25,5.9,78,45.4,1012.144,"2023-07-17T07:00:00Z"
"873","155431","EPA or BH","Mon",8,25,6.1,77.6,45.4,1011.933,"2023-07-17T08:00:00Z"
"874","155431","EPA or BH","Mon",9,23,5.6,76.166,44.433,1011.817,"2023-07-17T09:00:00Z"
"875","155431","EPA or BH","Mon",10,23,5.6,75.966,44.966,1011.702,"2023-07-17T10:00:00Z"
"876","155431","EPA or BH","Mon",11,23,5.5,76.4,45.034,1011.563,"2023-07-17T11:00:00Z"
"877","155431","EPA or BH","Mon",12,23,5.5,76,46.6,1011.422,"2023-07-17T12:00:00Z"
"878","155431","EPA or BH","Mon",13,24,5.7,76,45.966,1011.593,"2023-07-17T13:00:00Z"
"879","155431","EPA or BH","Mon",14,25,5.9,77.267,45.667,1012.002,"2023-07-17T14:00:00Z"
"880","155431","EPA or BH","Mon",15,25,5.9,78.933,43.166,1012.377,"2023-07-17T15:00:00Z"
"881","155431","EPA or BH","Mon",16,24,5.7,81.133,40.933,1012.731,"2023-07-17T16:00:00Z"
"882","155431","EPA or BH","Mon",17,26,6.3,85.466,36.334,1012.802,"2023-07-17T17:00:00Z"
"883","155431","EPA or BH","Mon",18,26,6.3,88.3,33.633,1012.587,"2023-07-17T18:00:00Z"
"884","155431","EPA or BH","Mon",19,26,6.2,93.633,29.3,1012.346,"2023-07-17T19:00:00Z"
"885","155431","EPA or BH","Mon",20,29,7,91.9,31.3,1011.997,"2023-07-17T20:00:00Z"
"886","155431","EPA or BH","Mon",21,28,6.8,91.1,31.434,1011.901,"2023-07-17T21:00:00Z"
"887","155431","EPA or BH","Mon",22,26,6.2,90.034,32,1011.283,"2023-07-17T22:00:00Z"
"888","155431","EPA or BH","Mon",23,24,5.8,88.334,33.867,1010.976,"2023-07-17T23:00:00Z"
"889","155431","EPA or BH","Tue",0,25,6,86.767,36.367,1010.888,"2023-07-18T00:00:00Z"
"890","155431","EPA or BH","Tue",1,27,6.4,84.7,39.4,1010.945,"2023-07-18T01:00:00Z"
"891","155431","EPA or BH","Tue",2,28,6.8,82.1,42.2,1011.457,"2023-07-18T02:00:00Z"
